,squareMeters,numberOfRooms,hasPool,cityCode,price
8571,34195,71,1,29555,3428702.5
8572,4537,5,0,41040,456361.6
8573,73177,38,0,29791,7321281.1
8574,13969,15,0,699,1399049.3
8575,62460,43,0,54866,6253854.3
8576,24104,53,0,91305,2417754.8
8577,25892,8,0,74322,2593267.0
8578,299,38,0,76474,37033.1
8579,15944,83,1,96211,1602339.3
8580,90045,95,0,6252,9009466.8
8581,37754,65,0,83911,3784160.6
8582,46195,68,1,73233,4631767.7
8583,91114,71,1,75295,9116972.0
8584,82651,100,1,53034,8274315.0
8585,47353,22,1,38565,4743129.1
8586,25018,100,1,68676,2511418.7
8587,10288,94,1,3722,1031927.6
8588,57085,32,1,90052,5714000.4
8589,62281,87,1,62129,6239393.0
8590,75549,77,0,53936,7562030.5
8591,11580,59,0,12738,1169617.9
8592,45229,94,1,46242,4531305.4
8593,44565,78,0,34919,4463078.5
8594,1782,64,1,13779,184784.8
8595,97593,62,0,65628,9760509.5
8596,37567,65,1,40714,3764024.0
8597,91992,40,1,73321,9206945.5
8598,92016,58,0,7997,9206998.8
8599,47027,64,0,12453,4704701.7
8600,35562,80,1,35855,3560786.1
8601,68162,64,1,81335,6825255.0
8602,30830,70,1,36132,3090623.0
8603,77776,68,0,8289,7778582.0
8604,53818,53,0,79755,5386139.9
8605,73917,74,0,32904,7405490.0
8606,92675,5,1,50856,9274886.7
8607,70159,46,1,4159,7019489.9
8608,74810,19,0,78485,7492753.7
8609,63891,41,1,77669,6398575.0
8610,10601,59,1,98223,1062664.1
8611,85375,3,0,2021,8541495.4
8612,2559,59,0,46843,264370.7
8613,18101,6,1,20172,1824739.2
8614,44429,27,0,24418,4447469.6
8615,87780,36,1,86321,8787571.9
8616,42277,28,1,37551,4232611.0
8617,14447,69,0,42206,1458693.1
8618,33205,94,0,72954,3327752.0
8619,52132,91,0,36610,5216554.9
8620,39549,62,0,45127,3959426.2
8621,60514,20,1,97117,6057452.2
8622,93499,24,1,60380,9357814.6
8623,50241,82,0,53936,5029855.1
8624,28915,37,0,83531,2896715.4
8625,46790,82,0,12735,4681489.3
8626,98780,21,1,98949,9886719.0
8627,58362,9,1,58166,5846004.5
8628,11928,67,0,59779,1198963.5
8629,41840,78,0,83284,4185921.1
8630,27538,94,0,24662,2758284.9
8631,44438,96,0,62393,4450823.4
8632,12373,18,0,50723,1245235.4
8633,3206,100,0,45319,331095.0
8634,14993,24,0,50377,1501072.0
8635,72945,13,1,46738,7305011.3
8636,74810,65,1,45946,7489966.3
8637,1300,95,0,3711,134967.9
8638,11303,72,1,24408,1140133.1
8639,67724,80,0,7207,6779991.5
8640,34195,65,1,18669,3435606.2
8641,57806,49,1,2842,5790410.1
8642,57722,21,1,50612,5785132.0
8643,62094,94,0,55584,6218641.0
8644,99148,67,0,91053,9918736.1
8645,89512,86,1,77376,8960225.1
8646,57210,10,0,28837,5728623.0
8647,46336,1,1,37727,4643781.9
8648,56145,35,1,18243,5617752.6
8649,13494,3,0,83994,1355903.1
8650,79002,20,0,980,7900697.1
8651,58208,13,1,73126,5831806.0
8652,71474,84,0,13061,7152718.8
8653,98209,43,0,11091,9826484.2
8654,41226,87,0,4737,4125343.5
8655,35122,73,0,20282,3515208.1
8656,52220,22,0,70735,5226840.4
8657,95063,89,1,96709,9511106.1
8658,73782,92,0,91270,7383555.6
8659,16368,99,1,6037,1645556.7
8660,84286,78,0,7669,8437788.1
8661,47039,34,1,26838,4710291.0
8662,77726,23,0,65747,7773518.3
8663,3912,73,0,2873,395955.1
8664,93746,13,0,47596,9376444.3
8665,44304,3,1,40895,4433938.2
8666,27400,25,0,11013,2747740.2
8667,53056,97,0,68087,5310121.5
8668,80691,51,0,98637,8071084.5
8669,57337,55,1,85366,5750227.2
8670,64732,82,1,85414,6479107.5
8671,13037,49,1,88942,1315003.5
8672,48520,25,1,27932,4862564.1
8673,74788,45,1,6745,7483945.9
8674,85208,55,1,43341,8527688.8
8675,33643,64,1,5187,3374768.4
8676,53547,77,0,50880,5355930.2
8677,85134,55,1,714,8519159.6
8678,34485,13,1,98141,3460379.3
8679,76717,3,0,64110,7679009.7
8680,63650,21,1,68168,6370607.7
8681,42237,69,1,68679,4229047.3
8682,16718,43,1,56375,1678693.0
8683,19838,64,1,35409,1993919.4
8684,66045,31,0,11438,6607358.9
8685,73235,27,0,48606,7327197.5
8686,95971,29,1,91137,9605457.2
8687,26519,100,1,31377,2659980.6
8688,76074,20,0,7973,7614603.5
8689,11788,9,0,83215,1183060.0
8690,66281,98,1,5380,6630781.0
8691,27691,39,1,95442,2774041.0
8692,59016,54,0,69504,5906126.1
8693,6048,65,1,48028,610305.1
8694,29570,78,1,13628,2962411.1
8695,67642,98,0,97506,6766834.0
8696,4033,97,1,29173,415922.7
8697,74546,3,1,99544,7460101.0
8698,55678,59,0,80148,5573599.1
8699,10784,42,0,3054,1084037.0
8700,42810,3,1,98063,4288800.6
8701,19020,13,0,93527,1905429.4
8702,4499,5,1,33109,455382.2
8703,79130,29,1,30053,7925945.5
8704,34689,100,0,54072,3474451.0
8705,99075,38,1,15401,9911312.7
8706,76446,10,1,92052,7649095.4
8707,50185,99,0,24039,5021097.8
8708,17085,79,0,3267,1709963.3
8709,31076,16,0,5859,3112788.8
8710,81924,29,1,78566,8200485.0
8711,89829,23,1,41659,8992972.1
8712,52458,31,1,97955,5253326.3
8713,65639,74,1,13424,6573646.1
8714,41332,40,1,36504,4146474.4
8715,45381,65,0,98233,4543365.6
8716,1981,39,0,40633,198774.8
8717,48178,67,0,89760,4824962.1
8718,733,86,1,1839,81775.1
8719,16071,9,0,1839,1609170.3
8720,21122,99,0,46816,2113297.6
8721,90072,63,0,99403,9008547.7
8722,3137,48,1,61569,320868.7
8723,27286,48,0,90262,2728938.6
8724,37611,47,1,28086,3766677.6
8725,84697,63,1,70930,8474975.4
8726,21833,43,0,80621,2185327.7
8727,74139,47,1,9247,7421289.2
8728,41050,6,1,10831,4117975.5
8729,16389,1,0,5894,1647095.5
8730,72265,69,1,23760,7236109.5
8731,55752,48,0,32183,5580831.9
8732,42003,27,0,80617,4202952.8
8733,76453,46,1,41014,7652064.0
8734,95771,44,1,24498,9586445.3
8735,30042,84,0,38907,3008534.9
8736,80827,51,0,44211,8083933.6
8737,58109,86,1,23197,5819714.7
8738,20006,95,1,7216,2006536.2
8739,57530,72,1,58310,5755191.1
8740,90929,35,0,44912,9098666.5
8741,27488,91,1,82069,2755953.8
8742,36904,99,1,41334,3698721.0
8743,11202,87,0,9860,1122248.9
8744,43882,3,0,31824,4393079.6
8745,62869,18,0,39297,6288349.5
8746,59437,75,1,57505,5952617.4
8747,88935,8,0,36360,8901934.0
8748,83026,68,1,19406,8305842.0
8749,19900,67,0,60466,1996710.0
8750,41204,1,1,42674,4126585.0
8751,94261,94,0,79234,9429690.8
8752,81511,74,1,63642,8154985.6
8753,59252,15,0,70569,5931506.4
8754,80067,23,0,58542,8013211.1
8755,56902,32,0,79433,5694751.0
8756,10483,46,1,65625,1055996.1
8757,41987,18,0,63402,4201481.7
8758,88100,6,0,52009,8812852.0
8759,70968,60,0,63631,7101845.5
8760,67078,21,1,55794,6717669.3
8761,10637,24,0,24499,1067665.7
8762,71171,74,0,3824,7123522.3
8763,82952,31,0,95942,8299689.5
8764,92335,96,1,52973,9237950.9
8765,60035,46,0,9535,6014540.8
8766,95492,65,1,94205,9563379.7
8767,20587,32,0,98056,2067398.4
8768,13642,8,0,24862,1373966.9
8769,38700,98,1,31106,3874846.2
8770,87991,31,0,98095,8804814.6
8771,48428,27,0,7219,4844049.0
8772,81171,100,1,54421,8123187.0
8773,82899,89,0,74100,8291850.9
8774,47126,76,1,28810,4720029.5
8775,83064,84,0,93610,8314535.7
8776,63008,89,1,17461,6309285.5
8777,23776,31,1,81286,2382847.2
8778,8597,24,1,27434,867204.8
8779,65896,44,1,69039,6601450.4
8780,47061,85,1,21553,4713648.8
8781,19341,95,1,23979,1944096.7
8782,9954,87,0,74803,999219.1
8783,86810,91,1,88670,8686680.0
8784,28062,60,1,16192,2815267.5
8785,29967,34,1,27710,3006420.9
8786,72748,23,1,29839,7280260.6
8787,10132,57,1,47276,1024313.6
8788,36932,6,0,72219,3706286.0
8789,24309,23,1,26404,2434268.3
8790,19319,18,1,97994,1940995.4
8791,9078,63,0,21260,909459.4
8792,1407,44,1,77721,147495.5
8793,38009,2,0,979,3801895.8
8794,11688,13,0,10203,1180015.3
8795,74489,96,0,27113,7450211.9
8796,91596,30,1,81897,9172881.3
8797,35520,33,1,23139,3554917.1
8798,3929,60,1,87322,398629.3
8799,26424,32,0,41497,2643550.0
8800,14074,85,1,18483,1421626.3
8801,62598,39,1,207,6271214.8
8802,51419,91,0,79245,5147263.4
8803,71012,61,0,56090,7108699.4
8804,69866,93,0,32080,6995283.4
8805,75124,27,0,32634,7513990.9
8806,73117,64,0,72914,7317591.4
8807,6086,42,0,10079,609401.2
8808,62114,85,1,18473,6218248.4
8809,85301,88,0,24540,8532351.6
8810,24046,29,0,57817,2408555.1
8811,49729,47,1,99549,4979777.9
8812,96177,51,0,80137,9620405.7
8813,5279,37,1,31339,536296.1
8814,64633,20,1,27883,6472293.2
8815,26229,35,1,36669,2634608.3
8816,92438,35,0,23151,9255862.5
8817,52332,36,0,28835,5234888.5
8818,64088,52,1,7722,6417344.1
8819,90832,54,0,56486,9088841.1
8820,4169,27,0,25409,419550.0
8821,18501,63,1,33825,1855087.4
8822,21413,34,1,42530,2154718.0
8823,84077,3,0,16401,8412538.7
8824,71928,42,0,24936,7203983.5
8825,44321,86,0,9155,4434371.9
8826,60249,80,1,90909,6034593.4
8827,70409,29,0,89582,7042999.2
8828,86393,19,1,79437,8643976.0
8829,96815,44,1,27363,9693106.4
8830,47136,5,1,14286,4716725.3
8831,30893,34,1,67984,3098287.1
8832,91537,18,0,93344,9157850.3
8833,93064,39,0,51077,9312597.4
8834,47790,74,1,21813,4786351.7
8835,90127,19,0,33476,9022299.5
8836,8751,36,0,27787,875876.9
8837,90822,23,1,37659,9091107.7
8838,92194,45,1,66815,9228451.9
8839,97289,35,0,89779,9732350.4
8840,73583,55,0,91559,7362718.0
8841,25495,57,1,58020,2553094.1
8842,63283,52,1,60803,6339337.0
8843,69048,35,0,31162,6911450.1
8844,98468,26,0,86880,9849610.1
8845,54740,77,0,97685,5477153.8
8846,36378,15,1,46793,3646213.0
8847,29576,73,1,96784,2963025.1
8848,84697,11,0,17958,8474421.5
8849,94759,28,1,34321,9483975.6
8850,2346,97,1,84817,244992.0
8851,45553,28,0,48640,4557358.9
8852,52141,63,1,54855,5228398.2
8853,83600,8,0,50157,8364352.1
8854,5485,11,0,82909,552405.2
8855,23220,99,1,81129,2334717.3
8856,5914,25,0,29433,593538.1
8857,23107,81,0,75314,2316366.5
8858,16329,29,1,95032,1638683.1
8859,82940,29,0,86015,8294731.8
8860,92230,84,1,62672,9237486.8
8861,24743,50,1,98241,2481744.6
8862,25699,47,1,90423,2576151.4
8863,42192,26,0,57058,4222302.1
8864,36593,3,1,26275,3666305.4
8865,52416,66,0,54177,5249182.0
8866,23228,50,1,46271,2331465.0
8867,4777,100,1,48321,487950.1
8868,23962,87,1,53837,2403326.5
8869,21018,51,1,85049,2110725.8
8870,16824,26,0,37607,1687837.0
8871,6036,86,0,73311,610661.5
8872,60937,34,0,34756,6099170.2
8873,84651,74,1,27443,8469947.7
8874,94474,84,0,73616,9455097.1
8875,51243,74,1,57298,5134128.7
8876,35586,81,1,15086,3570719.9
8877,89519,5,1,87969,8957404.4
8878,75340,98,1,30600,7545012.8
8879,68762,88,1,81480,6887470.1
8880,50539,81,1,50841,5063590.6
8881,38148,67,0,75326,3824209.0
8882,43613,23,0,76264,4364937.3
8883,86257,56,1,36365,8638974.0
8884,4194,4,1,43027,423479.9
8885,70519,25,1,15574,7063851.4
8886,55616,83,1,56356,5571452.7
8887,57041,24,0,21340,5710382.0
8888,39007,52,1,5308,3912800.9
8889,20869,86,0,74768,2092339.1
8890,27036,14,1,77326,2708288.0
8891,90536,74,0,89988,9059110.2
8892,97882,63,0,63089,9792988.9
8893,35287,53,1,74678,3535222.3
8894,91311,23,0,5657,9137559.1
8895,60596,82,0,71604,6063866.2
8896,73365,80,1,27930,7340329.1
8897,55281,18,0,44155,5531300.4
8898,42265,34,1,80134,4234147.9
8899,39595,81,1,19398,3974677.3
8900,83790,59,0,43163,8383752.0
8901,62977,47,1,97092,6305166.9
8902,49810,60,1,54867,4988534.0
8903,44782,83,1,84704,4488135.3
8904,79066,91,0,10621,7908197.9
8905,45091,71,1,55216,4523785.0
8906,16063,60,0,60433,1612339.6
8907,28920,1,0,88751,2901901.7
8908,29431,53,0,36821,2945626.3
8909,80671,65,0,37066,8068598.1
8910,98648,30,1,99801,9875795.7
8911,23336,38,1,6989,2336967.8
8912,65779,99,1,52650,6583911.6
8913,26508,7,1,79069,2663765.1
8914,82117,58,1,70276,8217020.4
8915,27949,59,0,87458,2803182.1
8916,58847,40,0,83007,5886368.5
8917,84311,4,1,74057,8442220.1
8918,9749,85,0,54807,980609.8
8919,1932,51,1,52283,201541.0
8920,83358,55,0,72913,8341911.5
8921,72006,4,0,65315,7209550.0
8922,80394,55,0,31003,8045936.2
8923,39132,30,1,90395,3924407.0
8924,89169,88,1,14403,8927281.1
8925,86467,68,1,9328,8650673.4
8926,54648,70,1,17849,5478307.3
8927,5856,98,1,39298,598716.2
8928,28722,7,0,23861,2881430.1
8929,54563,76,0,16918,5461061.4
8930,17847,97,1,51955,1791186.6
8931,69806,14,0,18070,6986562.0
8932,70178,27,1,17376,7025331.0
8933,68311,63,0,33484,6836540.2
8934,4258,51,0,90758,430099.3
8935,67140,4,1,51831,6722509.0
8936,14608,33,1,73583,1468435.1
8937,61185,39,0,81696,6121085.8
8938,1888,68,1,40408,199583.8
8939,92130,28,0,61968,9223934.4
8940,24516,100,1,80608,2458884.5
8941,55727,89,0,23092,5575798.5
8942,55558,95,0,99606,5559731.1
8943,98924,52,1,11880,9901248.1
8944,61279,54,1,97919,6134906.3
8945,19463,41,1,63615,1957103.6
8946,4449,49,0,17214,451954.6
8947,84634,7,0,83827,8473995.2
8948,75868,84,0,39271,7591848.7
8949,81639,62,0,62214,8165695.9
8950,49116,98,1,70412,4923159.3
8951,29711,75,1,33784,2981766.9
8952,77339,85,0,73371,7736919.6
8953,93471,43,1,34433,9355268.6
8954,42078,22,0,93568,4218276.8
8955,83730,38,0,51141,8373982.5
8956,93650,7,1,35653,9375981.5
8957,45125,77,1,97963,4522380.9
8958,36987,79,0,70948,3703916.3
8959,64425,30,0,75269,6443543.5
8960,13601,76,1,8319,1371932.7
8961,71595,100,1,7270,7164867.7
8962,19440,38,0,59267,1951851.0
8963,43251,88,0,60814,4326826.1
8964,90447,76,0,6421,9048782.9
8965,70636,85,0,36186,7073600.1
8966,51999,10,0,86210,5207606.7
8967,29498,18,1,85019,2961653.8
8968,59392,21,0,4962,5944482.4
8969,26656,89,1,6743,2681384.1
8970,84221,47,1,16858,8426342.4
8971,83175,86,1,37415,8330590.5
8972,72843,47,0,5857,7288205.9
8973,827,24,1,9011,89927.0
8974,36690,68,0,18808,3674806.4
8975,66847,50,1,63757,6688898.1
8976,22381,66,1,10972,2245020.0
8977,93244,20,0,58065,9328474.1
8978,70728,92,0,67799,7079449.0
8979,8300,93,1,25524,837253.5
8980,16859,93,0,74704,1690521.6
8981,71373,84,0,89969,7141743.1
8982,52871,6,0,84000,5287746.8
8983,4263,57,0,49609,430459.0
8984,83742,74,1,87689,8380708.0
8985,17505,36,1,16727,1762789.3
8986,14050,3,1,73565,1413507.8
8987,77370,86,1,41951,7743358.1
8988,6791,25,0,15992,680406.8
8989,77027,44,0,22176,7705249.6
8990,98843,64,0,64231,9888362.6
8991,94172,50,1,13446,9424252.7
8992,66518,20,1,40605,6658518.5
8993,27442,39,1,25795,2748800.8
8994,49592,24,0,82205,4963740.6
8995,89887,57,0,87207,8994730.1
8996,12865,65,1,7671,1294048.0
8997,33781,31,1,28936,3392580.3
8998,40933,29,1,99838,4100223.0
8999,81301,14,1,97862,8137029.7
9000,67761,81,1,71456,6785841.7
9001,20744,43,1,83820,2087930.4
9002,65934,69,1,35528,6602264.4
9003,50877,87,1,10814,5097460.2
9004,33055,10,1,63073,3308068.0
9005,75572,92,1,4321,7572270.3
9006,13914,4,0,9412,1398582.0
9007,80604,85,0,29337,8063954.1
9008,29613,52,0,90964,2964803.2
9009,81112,91,1,23925,8117647.5
9010,45860,83,1,68472,4591104.9
9011,261,48,1,83598,29996.6
9012,68825,4,1,46478,6888057.5
9013,26916,82,1,15630,2696491.3
9014,46421,43,0,27105,4646143.1
9015,59816,55,0,39743,5982821.9
9016,11149,43,1,7818,1124971.9
9017,71042,13,1,23316,7108064.6
9018,11875,33,0,75759,1191250.8
9019,63664,14,1,16902,6373958.3
9020,57431,18,0,73010,5752664.5
9021,52078,17,1,53361,5212915.3
9022,70757,54,1,2053,7078138.1
9023,30556,23,0,84084,3062451.2
9024,16809,13,0,66887,1685229.8
9025,5456,62,1,18199,557575.2
9026,12130,10,0,10900,1222904.2
9027,12551,24,0,78052,1257504.2
9028,61557,89,0,2036,6163797.1
9029,12939,55,0,27621,1298332.6
9030,85576,83,0,77949,8558422.8
9031,8064,33,0,1452,811290.2
9032,50599,93,1,21075,5067362.6
9033,53496,71,1,62086,5354040.1
9034,86405,77,0,37696,8643680.5
9035,18231,10,1,83758,1832629.3
9036,76918,24,0,69849,7694890.1
9037,40214,67,1,51436,4028553.5
9038,94801,98,0,38030,9487999.1
9039,20040,16,1,27517,2015414.9
9040,49942,7,0,24546,5003821.8
9041,52974,73,1,11740,5304662.4
9042,62710,17,0,59437,6279618.1
9043,66389,6,0,22064,6644576.3
9044,40619,50,0,84676,4066846.3
9045,59738,38,0,95952,5975675.2
9046,60842,28,0,70186,6087203.8
9047,95875,70,1,25701,9597732.8
9048,44803,64,0,2557,4483091.0
9049,40633,34,1,79484,4069305.2
9050,43359,53,1,53849,4340729.1
9051,98131,58,1,22812,9822005.2
9052,7101,73,1,62086,715591.2
9053,54469,53,0,42993,5455583.9
9054,67580,11,0,10759,6765906.5
9055,69893,70,0,20478,6991116.7
9056,31704,62,0,51559,3174667.4
9057,40557,64,0,70461,4061491.8
9058,75293,31,0,91810,7535976.1
9059,87596,67,1,51487,8772432.6
9060,77252,86,0,10655,7730648.1
9061,45963,28,1,47735,4607265.9
9062,36048,57,1,80407,3614178.6
9063,16058,46,1,49046,1612601.9
9064,50678,76,0,93121,5071621.2
9065,34835,98,0,40630,3489669.7
9066,80249,52,0,65461,8034277.8
9067,93670,99,0,22067,9372029.0
9068,73734,37,0,59519,7374998.1
9069,5058,64,1,55888,514459.0
9070,24957,3,1,16355,2506130.5
9071,7764,45,0,38153,777955.8
9072,93664,34,0,73912,9371580.0
9073,53104,91,0,42256,5314198.6
9074,57990,26,1,8626,5802883.2
9075,84308,40,0,54699,8433276.5
9076,48559,58,0,28966,4864445.8
9077,59971,45,0,69967,6000649.8
9078,29004,29,1,78322,2908364.1
9079,45524,90,0,56071,4562413.3
9080,18844,88,0,48241,1887200.6
9081,61141,97,1,8703,6121399.7
9082,21261,50,1,49121,2131594.8
9083,95602,86,1,1265,9566578.8
9084,8708,96,0,72852,879427.7
9085,91342,52,1,93512,9143600.9
9086,7789,28,0,35371,784603.8
9087,56726,12,1,63839,5683041.8
9088,40784,49,1,98513,4085952.8
9089,9448,58,0,93978,952004.0
9090,6570,80,1,55389,667714.0
9091,23213,89,1,83553,2327859.8
9092,26444,43,0,5572,2649524.7
9093,23320,96,0,58102,2337805.3
9094,92782,26,1,58537,9287161.0
9095,86163,4,0,77659,8621912.0
9096,10128,44,1,84658,1021009.4
9097,9861,87,1,47978,990552.0
9098,70435,46,1,45889,7048486.3
9099,67843,60,0,75296,6786741.8
9100,2871,83,1,52126,298537.8
9101,9008,42,0,52822,907736.9
9102,40037,5,1,42626,4012108.5
9103,11260,75,0,69016,1131709.8
9104,41212,31,0,83668,4128709.3
9105,91743,28,1,25035,9181611.0
9106,45738,30,1,42532,4583032.1
9107,636,47,1,29589,73625.1
9108,37171,56,0,75390,3723277.4
9109,11646,40,1,52451,1169371.7
9110,5620,94,0,99851,566525.6
9111,19373,99,1,82403,1949240.7
9112,32794,97,0,60293,3279960.6
9113,28373,73,0,4970,2842729.3
9114,89823,82,0,65210,8987070.2
9115,64533,32,0,17524,6454096.0
9116,17515,12,0,81495,1754203.2
9117,24040,90,1,79188,2412253.5
9118,48289,68,0,51010,4835241.5
9119,17513,98,0,58565,1754716.0
9120,20401,88,1,18235,2047409.4
9121,6009,55,1,24848,610176.9
9122,85104,7,0,23443,8517206.4
9123,65886,71,0,97439,6592196.2
9124,79096,79,1,30646,7917449.5
9125,95098,30,0,17095,9510300.2
9126,54336,38,1,48360,5442172.5
9127,85300,98,0,93491,8536653.2
9128,40906,58,1,15447,4094554.8
9129,82585,80,1,65846,8265084.4
9130,73021,10,0,78549,7311448.2
9131,57044,25,0,2309,5713004.2
9132,78882,100,0,73080,7893540.4
9133,56013,46,1,50170,5611203.0
9134,60863,52,0,33691,6091262.5
9135,83520,39,1,89961,8359050.2
9136,71848,86,0,44526,7189666.7
9137,69067,37,0,28313,6911055.0
9138,79653,4,1,78020,7972109.3
9139,16977,46,1,36800,1706568.9
9140,13594,8,0,26020,1365330.9
9141,4711,98,1,93410,478449.7
9142,89124,33,1,29301,8919357.3
9143,62599,8,1,9244,6268809.2
9144,74572,74,0,16796,7463538.3
9145,56197,81,1,73580,5625138.6
9146,66687,95,0,17551,6675401.0
9147,47519,8,1,3013,4759722.6
9148,21581,26,0,32881,2166100.7
9149,16956,25,1,20483,1705161.8
9150,56148,84,1,72996,5617858.7
9151,85429,20,0,59987,8546147.4
9152,84058,64,0,14929,8415755.4
9153,18604,63,0,15859,1861172.3
9154,90179,27,0,53762,9023038.9
9155,60135,62,1,83668,6024974.1
9156,45506,87,1,76009,4556396.6
9157,95730,43,1,59791,9583824.1
9158,51121,83,1,67182,5123563.7
9159,63915,68,0,73129,6395585.9
9160,9629,14,0,75989,968526.4
9161,68837,64,0,24666,6887892.3
9162,39239,29,1,59671,3933198.2
9163,58917,83,0,10245,5898396.6
9164,46921,77,1,97176,4697734.1
9165,65555,94,0,49355,6565694.1
9166,2355,94,0,74657,246001.0
9167,21851,93,1,85169,2188090.4
9168,19677,43,0,13663,1979423.0
9169,39661,59,0,97719,3974103.0
9170,20967,33,0,72112,2108465.5
9171,9057,34,0,11291,906900.7
9172,46301,51,0,51536,4637166.8
9173,92238,44,1,66384,9237221.8
9174,41880,55,1,28219,4192229.4
9175,44459,50,0,1648,4452340.4
9176,10821,73,1,8265,1086242.8
9177,24560,68,1,40529,2457903.9
9178,864,17,0,51196,89905.9
9179,23212,2,0,98531,2327333.5
9180,31459,86,1,61694,3155046.5
9181,80206,28,1,13253,8027224.4
9182,48926,54,0,76290,4896578.0
9183,9109,76,1,63352,923884.7
9184,48403,62,0,52029,4841127.6
9185,12011,74,1,40165,1208645.8
9186,6470,57,1,67161,656687.2
9187,55872,56,1,28242,5591474.8
9188,37213,79,1,89561,3734467.6
9189,55851,3,1,45177,5592415.4
9190,48395,65,1,38471,4845798.1
9191,27946,86,0,92094,2797128.9
9192,12066,49,0,76434,1207916.2
9193,59109,45,1,97310,5914617.3
9194,57801,64,0,43210,5787838.9
9195,1448,85,0,9174,154560.0
9196,40571,8,0,6526,4058935.4
9197,85030,1,0,19069,8509868.9
9198,26690,37,1,57994,2677484.6
9199,97110,95,1,19698,9717346.8
9200,77591,36,0,48726,7767753.2
9201,10109,6,0,22719,1018391.0
9202,3712,89,0,96538,378944.0
9203,61485,74,0,73421,6150376.8
9204,39818,4,0,98076,3990192.9
9205,24064,79,1,20729,2414680.5
9206,76818,13,0,43542,7688569.6
9207,96767,62,0,30455,9680781.7
9208,7184,30,0,96158,724159.8
9209,63062,60,0,73988,6307914.3
9210,33793,63,0,55220,3386082.0
9211,26089,2,0,75957,2615439.9
9212,9223,50,0,56384,927886.6
9213,64717,8,0,66333,6479615.8
9214,1513,95,0,99468,155010.2
9215,89008,84,1,4547,8911947.5
9216,4803,42,0,95739,485590.6
9217,64128,36,0,91696,6418143.9
9218,47956,61,0,39644,4800729.6
9219,96915,20,0,12882,9695754.0
9220,98025,98,0,26276,9813291.5
9221,95148,52,0,66463,9522550.8
9222,93283,87,1,38486,9333627.6
9223,80837,82,0,11128,8089906.3
9224,64869,79,0,62659,6492457.6
9225,44750,96,0,78156,4479097.8
9226,55840,89,1,56766,5588693.5
9227,40934,51,0,30430,4096884.8
9228,32951,20,0,75542,3300626.2
9229,99552,28,1,50409,9964331.3
9230,62093,12,1,65064,6222279.4
9231,72445,92,0,98594,7249734.3
9232,83352,88,1,4816,8348414.0
9233,65494,74,0,7397,6562471.4
9234,11084,97,1,50171,1113370.8
9235,81974,86,0,88702,8207704.3
9236,81262,32,0,1213,8132826.1
9237,78453,28,1,48638,7859262.7
9238,5598,10,0,94927,562211.4
9239,58852,48,1,75918,5892490.2
9240,32389,73,1,13176,3247575.7
9241,57798,52,1,51301,5783464.7
9242,45947,16,0,87857,4595814.9
9243,74390,42,0,86650,7441689.3
9244,56711,54,1,46415,5673734.4
9245,10048,75,0,19158,1006643.1
9246,68783,15,0,19508,6885739.4
9247,27586,100,0,65098,2762137.1
9248,74190,42,0,25155,7425893.7
9249,77724,78,0,83477,7779385.5
9250,78851,24,1,6869,7891785.8
9251,88521,38,0,90217,8857964.8
9252,72527,14,1,84533,7256618.5
9253,10987,48,1,63363,1106231.7
9254,81531,57,1,53236,8158198.0
9255,67870,60,1,18153,6793060.7
9256,68738,8,1,40326,6884205.0
9257,48452,5,0,71646,4853030.7
9258,51040,60,0,41889,5107385.6
9259,71549,58,1,70332,7163168.6
9260,60828,73,1,28914,6089951.8
9261,59348,61,1,30404,5938039.2
9262,26861,69,0,4795,2687627.3
9263,43278,23,1,50432,4340381.1
9264,41494,32,1,94675,4155958.7
9265,27881,8,0,11901,2797847.5
9266,8114,86,1,63646,817743.7
9267,92373,79,1,65143,9247617.6
9268,95337,63,0,79838,9543247.7
9269,5246,49,0,22707,532545.8
9270,52337,42,0,26023,5243778.9
9271,14894,65,1,36631,1495322.8
9272,87840,77,0,21101,8785859.3
9273,47765,15,1,14101,4781324.7
9274,99510,58,0,25524,9951800.2
9275,21364,73,1,64233,2145401.6
9276,58774,62,1,83549,5884531.1
9277,80922,7,1,2387,8105660.2
9278,62302,41,1,47651,6239702.0
9279,98032,81,1,82943,9812466.9
9280,42363,31,1,89548,4238826.0
9281,21536,48,1,63470,2165059.6
9282,86732,35,0,78316,8680037.6
9283,49305,80,1,17394,4939975.6
9284,48820,57,1,20037,4890832.7
9285,23407,51,1,67593,2350099.7
9286,14611,94,1,33314,1468749.4
9287,17368,92,1,35975,1745031.1
9288,77927,11,0,82622,7796739.1
9289,71436,8,1,84882,7149795.4
9290,82643,84,1,21741,8274608.3
9291,65273,91,1,78580,6533559.9
9292,58871,78,0,6876,5893000.0
9293,93506,86,0,7298,9355304.4
9294,81600,46,0,36380,8163638.8
9295,12716,25,0,77197,1278601.2
9296,46422,24,0,11433,4645311.6
9297,18106,34,1,49702,1813621.5
9298,22390,85,0,64465,2242019.1
9299,64982,47,0,34968,6501591.2
9300,6824,44,1,14837,690852.0
9301,69942,67,0,19382,7000444.8
9302,28247,72,1,19387,2837586.6
9303,83564,20,1,82650,8366616.0
9304,86720,7,0,64090,8676437.9
9305,53978,3,0,59998,5399425.1
9306,78993,50,0,7305,7905911.7
9307,19537,61,1,89083,1960626.0
9308,81330,81,0,79119,8134552.6
9309,55115,87,1,69769,5522593.9
